,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,overall_score
19239,14,0,1,2,3.8,98.8,0,2,0,4,79.0
19240,15,0,1,5,7.2,93.1,0,1,0,0,100.0
19241,19,1,1,0,6.3,78.9,0,2,1,5,85.2
19242,15,0,1,1,7.8,87.7,0,3,0,0,100.0
19243,15,1,1,5,4.1,78.2,1,3,0,4,58.8
19244,19,2,1,1,0.5,99.4,0,1,1,1,36.4
19245,16,1,0,2,4.9,59.8,0,1,1,3,73.0
19246,14,1,1,4,5.4,96.1,0,1,1,1,71.8
19247,16,1,1,0,3.1,96.5,0,0,0,2,67.5
19248,18,0,1,5,5.7,51.2,0,1,0,1,65.7
19249,14,0,1,5,3.0,68.3,0,0,1,1,57.6
19250,14,2,1,5,4.0,99.8,1,0,0,3,62.3
19251,17,0,1,1,2.8,80.6,0,2,0,1,63.3
19252,16,2,0,4,5.2,50.2,0,3,0,5,68.5
19253,15,2,1,0,1.1,63.4,0,3,1,5,42.3
19254,18,0,1,1,1.1,80.2,0,1,1,4,33.4
19255,19,2,0,5,3.8,89.7,0,0,0,4,61.8
19256,15,0,1,3,7.2,66.0,0,3,1,0,88.4
19257,15,0,0,4,6.9,90.6,0,0,1,5,92.7
19258,17,0,1,4,6.5,57.4,0,0,0,2,71.0
19259,18,2,1,4,0.7,73.8,0,0,0,1,40.3
19260,19,0,0,1,3.1,93.8,0,1,1,5,63.8
19261,16,1,1,1,6.4,90.2,1,3,1,5,83.6
19262,14,1,1,4,7.4,73.2,0,0,1,5,79.4
19263,15,1,1,3,1.1,78.6,0,3,0,1,36.8
19264,19,2,0,3,6.0,99.9,0,2,0,2,94.7
19265,16,2,1,1,4.6,69.6,0,1,0,5,61.6
19266,16,1,1,1,5.6,51.8,0,1,1,1,63.3
19267,15,0,0,2,4.7,53.3,1,3,0,3,53.4
19268,16,2,1,3,6.7,61.1,0,2,0,3,68.9
19269,15,0,0,4,1.0,57.7,0,0,1,2,24.8
19270,15,1,0,2,5.0,69.2,1,3,1,4,62.5
19271,18,2,0,2,3.3,67.6,0,0,0,1,55.3
19272,18,1,0,4,7.6,94.4,1,2,1,4,91.5
19273,15,2,0,3,5.2,64.8,1,3,0,1,77.1
19274,14,0,0,2,1.0,72.4,0,3,0,2,38.1
19275,16,0,1,2,7.9,83.3,0,1,1,3,100.0
19276,15,0,1,0,0.6,71.0,0,1,0,2,27.2
19277,18,2,0,0,5.3,97.4,0,0,1,5,87.2
19278,17,0,0,4,5.9,97.9,0,0,1,1,82.1
19279,15,2,1,3,1.0,67.2,0,3,1,5,31.9
19280,18,0,1,3,2.7,83.2,0,3,1,2,50.5
19281,14,0,0,0,4.1,70.3,0,0,1,1,53.7
19282,18,2,0,2,2.6,90.4,0,2,1,1,55.6
19283,15,2,0,0,1.5,71.4,0,1,1,1,50.3
19284,16,2,1,2,1.7,76.6,0,1,1,4,53.2
19285,14,2,1,4,2.1,95.2,0,2,1,2,51.4
19286,18,1,0,0,5.7,84.2,0,0,0,3,82.6
19287,15,1,0,5,5.3,88.9,0,3,0,3,82.3
19288,15,2,1,5,0.9,65.3,0,3,0,5,32.6
19289,18,2,0,4,5.9,67.6,0,3,0,1,65.4
19290,18,0,0,0,6.1,61.9,0,0,0,1,67.3
19291,15,0,0,2,3.5,62.9,0,3,0,2,55.2
19292,18,2,0,4,5.7,87.0,0,3,0,5,86.6
19293,14,2,0,3,5.1,94.3,0,0,0,4,71.6
19294,19,0,0,5,1.2,70.6,0,1,0,2,40.1
19295,18,2,0,2,3.3,63.7,0,3,1,3,44.9
19296,18,0,0,1,2.3,74.7,0,2,1,0,56.2
19297,14,2,1,3,2.9,97.9,0,3,1,2,58.4
19298,19,2,0,4,4.7,91.8,0,1,0,5,83.6
19299,14,0,0,4,4.3,85.8,1,0,1,0,59.4
19300,19,2,0,2,7.2,86.1,0,0,0,2,98.7
19301,17,2,1,1,1.1,91.4,0,2,1,5,43.8
19302,16,1,0,5,1.1,81.5,1,3,0,4,45.1
19303,18,0,1,0,0.6,90.7,0,0,0,2,37.7
19304,17,2,0,2,5.9,80.1,0,3,0,5,87.5
19305,15,0,1,0,4.9,78.2,0,2,1,5,79.1
19306,15,0,1,5,6.5,55.3,0,1,1,1,67.6
19307,16,1,1,3,1.4,73.8,1,3,1,2,36.3
19308,15,1,1,1,2.2,83.7,1,1,0,0,55.1
19309,14,0,1,1,1.4,81.3,0,3,0,4,51.5
19310,15,2,0,0,6.0,80.2,0,3,0,5,80.6
19311,18,0,0,3,1.8,60.9,0,1,0,5,44.7
19312,19,2,1,0,4.1,62.1,0,2,1,4,50.1
19313,19,2,0,2,1.4,85.5,0,2,0,5,46.6
19314,18,0,0,1,5.3,62.0,0,1,0,5,57.8
19315,17,2,1,3,5.9,64.1,1,3,1,2,71.1
19316,14,2,0,2,3.9,82.3,0,3,0,0,67.6
19317,18,1,1,2,4.4,83.0,1,3,0,3,65.2
19318,14,1,1,1,7.6,53.2,0,0,1,0,82.8
19319,17,0,0,5,0.8,95.3,0,2,0,3,36.5
19320,16,2,0,3,1.2,90.6,0,1,1,0,44.3
19321,17,0,1,0,2.3,87.2,1,1,1,5,47.9
19322,16,0,0,5,4.1,53.9,0,0,0,4,62.9
19323,16,2,1,2,5.5,95.9,0,3,1,4,79.4
19324,15,1,0,3,0.5,87.5,1,2,0,4,31.2
19325,17,1,1,0,2.1,66.5,0,2,1,3,33.9
19326,19,2,0,2,1.7,58.0,0,1,0,3,44.7
19327,18,1,1,1,6.7,84.2,0,1,0,1,86.9
19328,19,2,1,4,7.4,78.4,0,2,0,5,88.0
19329,18,1,0,5,3.2,59.9,0,3,0,3,42.5
19330,19,1,0,0,5.5,59.5,0,2,1,0,75.9
19331,16,2,1,3,0.9,78.8,0,0,1,1,31.1
19332,18,0,1,0,4.0,59.8,0,2,0,0,60.0
19333,14,2,1,4,7.4,97.1,0,3,1,1,93.7
19334,18,0,1,2,3.4,90.8,0,1,0,0,68.1
19335,18,2,1,5,4.2,91.9,0,1,0,5,64.1
19336,15,1,0,0,2.1,94.9,0,3,0,3,54.1
19337,18,2,1,0,6.2,63.7,0,2,0,2,75.1
19338,18,1,0,2,4.7,63.6,0,0,1,2,65.5
19339,15,2,1,4,2.8,91.8,0,1,1,0,57.7
19340,14,1,1,0,6.1,69.1,0,2,0,5,69.4
19341,17,2,0,4,6.7,76.8,0,1,0,5,86.7
19342,15,2,1,3,5.7,98.6,1,2,0,4,79.5
19343,15,1,0,4,4.1,89.2,0,3,0,0,70.8
19344,16,1,0,3,1.2,63.2,0,1,0,4,26.7
19345,19,2,1,0,4.4,79.4,0,3,1,4,58.6
19346,15,1,1,0,2.7,72.5,0,2,1,5,53.9
19347,15,1,1,5,0.8,84.7,0,1,0,0,45.4
19348,16,1,0,1,5.1,85.1,0,3,1,2,65.6
19349,16,2,0,3,4.9,50.7,1,3,0,3,65.8
19350,19,1,1,0,7.9,77.8,0,3,0,3,85.5
19351,16,2,1,3,7.1,65.5,0,3,0,3,75.8
19352,19,1,0,5,3.6,70.2,0,3,0,4,63.3
19353,14,1,0,0,4.7,99.3,0,3,0,5,75.0
19354,14,2,1,4,4.2,89.2,0,1,1,0,77.8
19355,15,0,0,0,4.8,79.4,1,3,1,3,66.0
19356,15,1,1,3,1.5,93.4,0,0,1,3,54.0
19357,19,0,1,2,2.5,73.4,0,2,0,5,52.2
19358,15,2,0,5,3.5,53.7,0,1,0,5,46.7
19359,18,1,0,5,5.8,62.2,0,0,0,0,72.0
19360,15,0,0,2,2.9,57.1,0,1,0,5,54.3
19361,16,1,1,4,1.4,94.0,1,2,1,3,42.2
19362,15,1,0,5,5.3,88.9,0,3,0,3,82.3
19363,14,1,0,3,2.2,81.8,0,1,1,5,56.3
19364,18,2,0,5,5.7,85.2,1,2,1,5,88.6
19365,14,0,1,1,4.5,69.2,0,1,1,0,70.1
19366,18,0,0,5,1.8,96.5,0,2,0,0,51.0
19367,18,2,1,5,1.8,84.0,0,2,0,1,49.0
19368,14,0,0,4,2.7,75.6,0,0,0,4,53.8
19369,14,1,0,2,7.8,82.3,1,0,0,4,94.8
19370,16,2,0,1,5.2,65.1,0,3,0,1,59.0
19371,16,2,0,1,1.4,93.9,0,2,1,1,46.4
19372,16,1,0,2,4.2,79.6,1,0,1,2,72.9
19373,18,2,0,0,6.1,53.5,0,2,1,5,70.9
19374,15,0,1,0,4.8,82.3,0,0,0,4,77.3
19375,19,1,1,1,3.6,91.7,1,0,1,3,61.6
19376,19,0,1,4,0.7,82.8,0,0,1,5,32.2
19377,16,0,1,3,4.4,67.7,0,3,1,3,72.0
19378,18,0,0,3,3.3,68.8,0,0,1,1,53.0
19379,17,2,0,3,3.6,80.3,0,0,1,1,55.9
19380,17,0,0,3,5.5,68.9,0,1,1,2,73.4
19381,16,1,0,0,2.2,57.0,0,2,1,1,34.5
19382,18,0,0,0,5.5,70.7,1,1,1,4,65.6
19383,15,1,1,0,3.8,50.4,0,1,0,1,41.5
19384,18,2,0,0,6.5,70.8,1,1,0,2,78.5
19385,16,1,1,3,7.7,91.5,1,2,1,3,100.0
19386,17,1,0,0,3.4,66.1,1,3,1,3,57.7
19387,16,1,0,0,1.2,66.2,0,0,1,2,43.5
19388,17,2,0,1,5.0,69.2,0,0,0,2,71.3
19389,14,1,1,0,0.7,76.1,0,2,0,4,26.5
19390,15,1,0,2,4.8,51.8,1,2,1,3,52.3
19391,16,1,1,3,2.2,78.2,0,3,0,3,48.4
19392,18,0,1,2,2.4,78.8,0,0,1,1,57.6
19393,18,1,0,5,4.1,78.0,0,1,0,3,66.7
19394,18,2,0,0,2.2,52.3,0,3,1,2,37.6
19395,17,1,1,2,7.0,80.4,0,1,0,3,93.6
19396,15,1,0,0,6.4,59.8,0,0,0,3,67.5
19397,14,1,1,0,1.8,81.6,0,3,1,1,39.1
19398,18,1,0,3,2.4,52.1,1,3,1,2,39.3
19399,14,1,0,0,0.6,61.1,0,1,0,1,30.6
19400,15,1,1,2,1.5,88.5,0,2,0,1,41.0
19401,15,1,1,0,3.4,52.2,0,3,1,5,51.7
19402,16,0,1,5,7.6,94.8,1,2,1,2,100.0
19403,17,2,0,5,3.0,76.8,0,3,0,5,62.2
19404,16,1,1,4,1.0,62.4,0,3,1,1,39.0
19405,16,0,0,4,3.7,67.5,0,0,0,2,51.6
19406,16,1,1,3,0.6,81.4,0,1,1,0,29.5
19407,14,1,1,1,1.3,51.4,0,3,0,1,33.2
19408,19,1,1,0,0.9,92.6,1,0,1,3,40.7
19409,16,0,1,0,3.5,56.5,0,0,0,1,46.1
19410,19,2,0,5,1.3,51.8,0,3,0,1,40.2
19411,14,0,1,4,6.3,96.3,0,3,1,1,94.2
19412,14,2,0,5,5.4,76.1,0,3,1,4,79.7
19413,14,2,0,1,1.1,51.3,0,0,1,1,36.7
19414,15,1,1,2,7.9,51.5,0,1,1,5,85.4
19415,16,0,0,0,2.3,90.2,0,1,1,4,48.0
19416,14,2,0,0,3.4,89.1,0,2,1,2,56.2
19417,14,1,0,0,7.7,78.5,0,2,0,1,97.9
19418,15,0,0,0,2.2,98.8,0,0,1,2,64.4
19419,19,0,1,0,5.0,76.7,0,1,1,5,73.7
19420,16,2,1,0,6.3,77.9,0,3,0,2,80.5
19421,17,1,0,4,2.0,67.2,0,0,1,1,41.0
19422,16,2,1,2,6.5,53.1,0,0,1,3,75.9
19423,17,0,1,4,6.1,86.3,0,2,1,2,74.9
19424,15,1,1,4,7.4,98.8,1,1,1,5,100.0
19425,18,0,0,4,5.2,67.1,0,0,0,3,66.0
19426,16,0,0,1,3.3,93.8,0,1,0,0,67.7
19427,19,1,1,0,6.2,58.7,0,0,0,0,70.0
19428,14,1,1,0,4.9,68.4,0,0,0,3,70.8
19429,14,2,0,5,5.4,63.4,0,1,0,1,59.0
19430,14,1,1,5,1.0,66.4,0,2,1,4,25.6
19431,17,2,0,5,2.9,77.2,1,1,1,3,59.3
19432,16,1,0,5,7.7,96.3,0,0,0,1,100.0
19433,15,1,1,5,1.4,71.0,0,0,0,1,35.2
19434,18,2,0,4,5.1,62.5,0,2,0,1,62.8
19435,15,2,0,1,1.5,86.0,1,2,0,3,55.1
19436,16,1,0,0,4.6,93.2,0,3,1,0,66.3
19437,14,1,0,1,1.4,76.5,0,2,1,5,50.8
19438,18,2,1,1,3.9,98.0,1,1,1,4,65.7
19439,14,2,1,2,4.9,92.7,1,0,0,2,76.0
19440,15,2,0,4,1.4,87.8,0,1,0,3,40.2
19441,14,2,0,0,4.2,93.7,0,2,0,0,69.3
19442,17,2,0,4,1.0,63.9,1,0,1,2,30.2
19443,15,2,1,1,3.7,70.6,1,0,0,0,66.0
19444,16,2,1,2,5.5,96.3,0,3,1,4,83.6
19445,17,2,0,3,3.9,75.3,0,0,0,5,54.0
19446,14,2,0,2,1.7,57.5,0,3,1,2,38.8
19447,19,1,1,0,2.3,82.5,0,3,1,5,54.3
19448,14,0,0,2,6.4,56.5,0,1,1,5,69.1
19449,17,2,1,2,5.2,57.8,0,0,0,5,73.6
19450,17,1,0,4,7.1,76.3,1,3,0,5,82.8
19451,17,1,0,1,6.1,88.1,0,1,1,0,93.5
19452,14,2,1,0,7.2,97.6,1,3,1,3,87.7
19453,15,0,1,3,2.9,99.5,0,0,1,2,61.2
19454,18,2,1,0,4.4,57.2,0,3,1,2,59.9
19455,14,1,1,5,2.4,94.6,0,3,0,2,62.8
19456,17,2,1,3,5.7,71.0,0,2,0,1,73.4
19457,14,1,1,4,3.6,93.2,0,1,0,2,59.3
19458,16,1,1,5,6.8,75.7,0,3,1,4,80.9
19459,19,2,1,3,3.5,52.4,1,1,0,3,54.1
19460,19,1,0,0,3.0,70.5,0,0,0,0,61.7
19461,18,1,0,1,4.8,74.7,0,1,0,2,59.5
19462,14,2,1,3,5.7,68.2,1,3,0,2,64.0
19463,14,1,1,5,4.6,87.4,0,2,1,1,80.4
19464,19,1,0,1,4.0,77.2,0,3,0,1,72.0
19465,17,0,0,0,3.0,73.8,0,3,1,5,54.2
19466,18,2,0,0,5.6,67.8,0,3,1,2,73.9
19467,17,2,1,4,6.6,58.9,1,3,1,3,81.5
19468,17,0,1,1,7.5,88.1,0,0,0,4,85.3
19469,16,2,0,2,1.3,90.7,1,3,0,3,52.9
19470,15,2,1,3,4.7,90.6,0,2,1,3,69.4
19471,17,1,1,1,2.6,70.0,0,1,0,5,43.9
19472,14,0,1,3,3.1,74.4,0,3,1,4,46.8
19473,16,0,0,2,4.3,94.6,0,2,1,5,72.6
19474,15,0,1,0,7.4,65.9,0,3,0,5,78.1
19475,15,0,0,5,2.1,69.8,0,1,1,1,43.2
19476,15,2,0,2,4.9,89.9,0,0,1,1,71.7
19477,14,0,1,5,3.7,67.8,0,3,0,1,55.4
19478,16,2,0,2,5.7,95.3,0,2,1,0,82.6
19479,18,2,1,0,7.2,67.8,0,1,0,3,81.9
19480,14,1,1,0,4.6,76.2,0,3,1,0,67.7
19481,16,0,1,4,4.2,67.8,0,1,0,0,66.8
19482,16,1,1,2,5.1,64.6,0,2,0,2,64.6
19483,16,0,1,3,1.0,92.1,0,3,0,0,49.1
19484,19,2,1,1,2.6,72.3,0,0,0,1,47.8
19485,16,2,0,0,1.1,64.5,0,0,0,2,38.3
19486,18,0,0,1,7.3,69.9,0,2,0,4,80.4
19487,19,0,0,5,0.7,52.9,0,1,0,3,28.3
19488,15,0,1,3,0.7,62.0,0,0,1,0,23.3
19489,19,2,0,0,7.8,52.3,0,1,0,1,77.0
19490,14,0,1,5,1.2,61.0,0,1,1,5,38.2
19491,19,1,0,0,4.8,96.8,0,3,1,5,82.4
19492,17,2,0,2,6.7,87.8,0,3,1,1,96.5
19493,19,2,1,4,5.1,53.2,1,1,1,5,63.6
19494,17,2,1,5,2.3,84.5,0,1,1,0,57.0
19495,19,1,0,2,1.9,99.5,0,0,0,1,52.9
19496,19,2,1,2,7.4,71.6,0,0,1,3,81.4
19497,18,1,0,0,3.8,86.6,0,2,0,1,66.4
19498,17,2,0,5,7.1,70.9,0,0,0,3,82.7
19499,17,2,1,3,2.0,82.3,0,0,0,0,52.4
19500,17,1,0,4,7.3,89.1,0,2,1,1,100.0
19501,16,1,0,0,0.7,93.6,0,0,1,2,49.2
19502,19,0,0,5,7.2,56.4,0,2,1,2,83.7
19503,14,2,0,1,6.0,93.6,0,0,1,3,80.9
19504,18,1,0,0,7.6,65.4,0,0,1,0,87.0
19505,15,2,0,2,6.6,70.2,0,1,0,5,78.8
19506,16,1,1,3,4.1,82.3,0,1,1,1,67.6
19507,14,1,0,1,2.1,91.8,1,2,0,4,60.3
19508,18,0,1,0,6.4,66.5,1,3,1,2,83.9
19509,18,0,1,5,5.2,97.5,1,3,1,3,81.1
19510,18,2,0,5,0.7,100.0,1,2,0,4,47.3
19511,17,0,1,1,3.1,58.5,0,1,1,4,52.2
19512,16,1,1,0,3.7,87.0,1,3,1,1,68.3
19513,17,2,0,4,0.9,54.3,0,0,1,4,31.6
19514,18,0,0,2,1.1,82.3,0,0,0,1,45.7
19515,18,1,0,4,3.6,76.4,0,3,1,3,63.3
19516,14,2,1,3,6.5,83.4,0,2,1,3,91.5
19517,15,2,0,2,3.1,51.8,0,1,0,5,43.0
19518,18,0,0,5,5.4,78.7,0,1,0,4,64.8
19519,15,1,0,1,4.9,90.4,0,3,1,4,80.1
19520,19,1,1,1,3.2,53.5,0,0,1,0,44.9
19521,15,1,0,4,5.9,55.1,0,0,0,4,66.2
19522,17,0,1,4,6.7,55.2,0,0,1,0,75.3
19523,18,2,0,2,3.9,82.7,0,0,1,2,69.9
19524,14,2,0,1,5.7,82.6,0,0,1,4,71.8
19525,15,1,0,5,4.8,96.6,0,3,1,0,67.1
19526,17,1,0,5,1.1,57.6,0,0,0,2,24.1
19527,15,0,1,3,4.9,57.0,0,0,1,1,56.0
19528,15,0,0,1,6.0,81.1,0,3,1,5,88.0
19529,14,1,1,0,3.8,50.9,0,0,0,4,58.3
19530,16,2,0,0,3.8,76.2,0,1,0,3,57.6
19531,19,2,0,4,3.4,78.0,0,3,0,4,48.5
19532,14,0,1,3,6.7,72.8,0,1,1,3,79.4
19533,17,0,0,5,5.5,79.2,1,3,0,4,76.6
19534,15,2,0,5,1.5,96.2,0,3,0,3,42.9
19535,18,1,1,3,6.0,89.9,0,2,1,2,75.2
19536,16,2,0,4,6.2,93.9,0,1,1,1,92.0
19537,16,0,0,3,5.1,83.8,0,1,1,1,73.6
19538,15,2,0,2,4.3,89.6,0,3,1,3,68.1
19539,15,1,0,3,4.4,82.4,1,0,0,5,60.3
19540,18,0,1,5,1.8,69.8,0,0,1,3,50.3
19541,16,1,0,1,6.0,57.0,0,2,0,4,73.0
19542,18,2,0,0,2.0,56.4,0,0,0,0,42.9
19543,14,1,0,5,3.6,85.3,0,3,1,3,58.0
19544,19,0,1,5,0.6,91.8,0,0,0,0,31.8
19545,15,1,0,1,6.4,81.1,0,0,1,4,79.2
19546,16,0,1,1,3.3,63.4,1,1,1,3,50.4
19547,17,0,1,5,3.1,89.3,0,0,0,0,66.3
19548,15,1,1,4,1.1,76.9,0,3,0,1,33.7
19549,16,0,1,4,6.8,69.9,0,0,1,4,89.6
19550,15,2,0,1,5.1,75.3,0,0,0,1,79.2
19551,15,0,0,3,3.7,70.6,0,1,1,4,50.9
19552,19,1,0,5,6.6,95.7,1,1,0,3,94.5
19553,18,1,1,1,0.8,65.0,0,1,1,5,39.6
19554,15,0,0,4,3.7,50.3,1,3,0,4,49.8
19555,16,2,0,2,3.5,98.9,1,3,0,1,72.2
19556,18,1,1,3,4.9,78.6,0,2,0,1,77.4
19557,17,0,1,3,4.4,69.8,1,3,1,0,58.1
19558,18,2,0,4,0.6,98.3,0,0,0,5,37.7
19559,18,2,0,0,1.6,70.1,0,2,0,1,36.8
19560,18,1,0,2,6.6,92.4,0,0,0,3,80.2
19561,19,0,1,2,7.9,92.6,0,3,1,2,100.0
19562,19,0,1,2,4.1,73.5,0,3,1,5,63.8
19563,18,2,0,3,0.9,97.2,0,3,0,4,54.5
19564,18,2,1,1,1.0,55.1,0,0,1,0,37.7
19565,16,2,1,4,1.4,59.0,0,2,1,1,34.5
19566,14,0,0,5,3.3,85.6,0,1,1,4,55.9
19567,19,0,1,4,5.4,64.7,0,0,0,0,63.9
19568,17,1,0,1,3.0,77.3,0,2,0,5,63.4
19569,19,1,1,0,7.9,64.9,0,3,0,3,90.1
19570,18,0,0,1,6.5,74.9,0,3,1,5,78.2
19571,17,1,0,1,1.0,68.8,0,2,1,1,30.1
19572,17,2,0,5,1.8,98.2,0,2,0,3,53.8
19573,17,1,1,5,4.9,67.8,0,3,0,4,62.4
19574,17,0,1,3,4.6,86.0,0,2,1,1,81.2
19575,16,2,0,1,7.8,65.6,1,3,1,5,93.2
19576,16,0,0,5,6.1,71.6,0,1,1,0,86.3
19577,17,2,1,4,2.6,50.8,0,1,0,2,35.6
19578,17,0,0,1,1.2,83.1,0,0,1,2,52.3
19579,15,2,0,5,4.4,97.1,0,0,0,3,74.4
19580,14,1,0,2,7.6,78.3,0,2,1,4,95.8
19581,18,0,0,1,7.0,69.6,0,0,0,3,86.7
19582,18,2,0,5,6.2,69.6,0,3,0,2,75.1
19583,15,2,0,0,7.0,85.1,0,1,1,1,83.0
19584,14,2,1,3,4.3,85.2,0,0,0,0,66.1
19585,14,2,1,2,7.7,52.2,0,3,1,4,91.5
19586,14,0,0,1,4.8,56.1,0,2,1,1,61.2
19587,18,1,0,5,2.0,79.3,1,0,1,0,49.7
19588,19,2,1,2,3.0,52.0,0,2,0,5,54.4
19589,19,0,0,0,3.9,97.3,0,1,1,0,75.0
19590,14,1,1,1,4.1,57.2,1,0,1,4,55.3
19591,14,1,0,3,6.3,64.3,0,2,1,0,85.7
19592,14,0,0,3,7.9,78.3,0,2,0,2,98.7
19593,18,1,1,0,4.3,75.8,0,0,0,4,55.3
19594,15,0,1,0,3.5,58.0,0,2,0,0,43.0
19595,14,0,0,2,0.7,75.5,0,1,0,2,42.8
19596,18,2,1,1,6.0,64.0,0,0,0,2,81.4
19597,16,2,1,2,1.7,76.6,0,1,1,4,53.2
19598,17,1,1,2,4.5,76.0,0,3,0,1,73.6
19599,19,1,1,5,7.8,95.5,0,1,0,5,100.0
19600,18,0,0,5,2.3,70.2,0,3,1,3,51.2
19601,15,2,1,2,3.1,89.1,0,3,0,0,62.1
19602,14,1,1,1,6.1,97.4,0,0,1,5,79.7
19603,17,1,1,1,6.8,53.0,0,0,1,1,79.1
19604,19,2,0,5,5.9,80.5,0,2,1,4,84.8
19605,17,1,1,2,4.4,54.7,0,1,0,5,52.2
19606,16,0,0,3,3.5,82.3,0,1,0,4,54.7
19607,17,0,1,5,0.5,74.0,0,0,1,1,37.1
19608,17,0,1,2,5.2,95.1,1,0,1,5,87.7
19609,16,2,1,4,2.4,58.2,0,1,1,2,49.7
19610,15,0,1,1,7.8,54.7,0,0,1,4,85.5
19611,16,2,0,4,3.2,70.3,0,0,0,4,47.5
19612,19,1,0,5,1.1,73.1,0,0,1,2,29.6
19613,19,1,0,2,6.2,63.5,1,1,0,4,83.3
19614,14,0,0,2,0.7,84.9,1,1,0,5,45.5
19615,19,2,0,2,3.7,51.3,0,1,1,1,52.8
19616,19,0,0,5,7.5,70.5,1,0,0,0,91.9
19617,16,2,1,2,6.9,83.2,1,3,0,5,81.1
19618,15,1,1,5,1.4,71.0,0,0,0,1,35.2
19619,15,1,0,4,6.1,89.1,0,1,0,0,76.8
19620,15,2,0,5,7.2,81.2,0,0,0,5,94.7
19621,16,1,1,5,5.2,94.6,0,3,1,4,70.5
19622,17,1,0,4,4.5,58.6,0,1,1,2,54.3
19623,19,2,0,1,5.7,93.8,0,1,1,5,79.2
19624,18,0,1,3,2.6,52.0,0,3,0,1,37.1
19625,19,0,0,4,6.6,59.7,1,2,0,4,86.4
19626,16,0,0,3,7.6,91.1,0,2,1,4,89.5
19627,18,1,1,2,6.1,89.3,0,3,1,3,89.9
19628,14,1,0,5,0.6,54.8,0,3,0,1,31.9
19629,17,0,0,1,7.1,71.8,0,2,1,5,87.5
19630,14,1,1,1,6.8,69.5,0,0,1,3,85.7
19631,14,0,1,0,3.5,86.2,1,2,0,0,56.8
19632,18,1,1,0,6.0,65.6,0,0,1,0,79.3
19633,16,2,1,0,3.3,78.7,0,2,1,5,54.9
19634,16,0,1,5,6.7,66.2,0,0,0,1,75.8
19635,15,0,0,3,7.6,78.1,1,0,1,4,92.4
19636,18,2,1,5,6.1,70.7,1,2,1,4,70.3
19637,16,0,0,0,2.3,90.2,0,1,1,4,48.0
19638,16,1,0,3,4.7,72.5,0,2,1,4,60.3
19639,15,0,0,0,4.5,88.6,0,0,1,4,70.0
19640,19,2,0,2,0.7,67.4,0,3,1,5,34.2
19641,14,0,1,5,7.1,52.3,0,2,0,3,74.9
19642,18,2,1,4,0.7,66.3,0,3,1,2,42.0
19643,15,2,1,0,5.1,53.4,0,1,0,1,53.6
19644,15,0,0,0,1.9,90.5,0,1,0,1,53.3
19645,15,0,0,1,3.4,97.9,0,1,0,5,56.8
19646,19,1,1,2,7.7,78.5,0,1,0,1,84.9
19647,16,2,1,1,6.9,88.5,0,1,1,1,87.2
19648,18,0,0,0,2.3,81.7,0,1,0,2,58.2
19649,19,1,1,3,3.2,58.6,0,2,0,0,59.0
19650,19,0,0,4,3.0,62.6,0,1,0,4,58.5
19651,17,0,1,5,1.6,85.3,1,3,1,5,44.2
19652,14,0,1,4,4.8,88.2,0,2,0,4,79.2
19653,18,1,1,3,6.0,60.4,0,3,1,2,77.6
19654,15,2,1,5,3.6,63.4,0,3,1,5,60.0
19655,16,2,0,2,0.9,54.8,0,2,0,0,34.6
19656,14,2,0,1,7.3,72.3,1,0,0,2,92.4
19657,16,1,0,0,6.5,65.1,0,1,1,5,81.9
19658,14,0,0,3,8.0,76.3,0,0,0,2,86.6
19659,17,2,1,2,8.0,57.2,0,3,0,5,94.5
19660,17,1,1,1,4.7,90.0,0,2,1,2,67.2
19661,18,0,1,1,0.8,74.6,0,2,0,2,33.8
19662,18,0,0,3,1.4,99.3,0,0,1,4,41.4
19663,18,0,0,4,2.4,50.0,0,3,0,2,31.1
19664,14,1,0,2,2.3,88.5,0,1,1,5,60.4
19665,14,2,0,3,6.5,82.4,0,2,0,0,87.8
19666,18,1,0,1,4.8,74.7,0,1,0,2,59.5
19667,19,0,1,3,6.0,65.9,0,3,1,1,77.7
19668,19,1,0,4,3.8,54.2,0,1,0,5,46.1
19669,18,2,1,1,6.3,83.9,0,2,0,0,93.1
19670,18,0,0,1,1.8,80.0,0,0,0,3,52.9
19671,18,2,1,5,5.0,55.1,0,3,0,1,56.1
19672,16,0,1,3,6.1,96.4,0,3,0,5,95.7
19673,19,2,1,3,2.1,80.9,0,2,1,4,49.1
19674,14,2,0,1,2.6,84.1,0,2,1,1,45.2
19675,18,1,0,2,2.7,86.0,0,1,0,4,52.7
19676,19,2,1,3,3.1,70.8,0,1,0,2,48.0
19677,15,0,0,0,4.9,71.4,0,3,0,0,62.3
19678,16,1,1,5,2.7,97.5,0,0,0,0,60.3
19679,17,2,1,0,4.1,61.2,0,3,0,3,65.2
19680,19,2,0,1,2.7,95.4,0,0,1,1,61.4
19681,18,2,1,1,7.1,79.9,0,1,1,4,81.9
19682,17,1,1,5,3.9,88.3,0,3,0,5,56.6
19683,17,0,0,2,6.4,87.1,0,3,0,3,93.3
19684,18,0,1,4,7.5,71.1,1,2,0,1,90.0
19685,19,2,1,3,4.5,78.0,0,2,0,4,76.0
19686,17,1,0,3,1.8,77.1,0,2,0,3,49.9
19687,15,2,0,4,7.2,74.3,0,1,0,3,80.2
